subject_name,slice,batch
sub-r009s032,37,1
sub-r023s009,173,1
sub-r001s032,57,1
sub-r052s014,104,1
sub-r004s019,15,1
sub-r042s021,41,1
sub-r042s035,170,1
sub-r040s042,72,1
sub-r038s040,59,1
sub-r040s042,6,1
sub-r015s001,29,1
sub-r003s014,165,1
sub-r010s023,53,1
sub-r009s115,18,1
sub-r009s097,102,1
sub-r038s040,16,1
sub-r035s011,44,2
sub-r023s009,175,2
sub-r029s003,69,2
sub-r014s002,87,2
sub-r009s009,147,2
sub-r005s076,49,2
sub-r009s072,64,2
sub-r052s023,172,2
sub-r003s008,18,2
sub-r004s019,51,2
sub-r034s007,39,2
sub-r050s002,145,2
sub-r005s077,90,2
sub-r005s076,44,2
sub-r040s044,56,2
sub-r010s023,92,2
sub-r011s012,35,3
sub-r018s007,45,3
sub-r009s021,74,3
sub-r009s024,28,3
sub-r001s001,47,3
sub-r009s126,184,3
sub-r040s053,69,3
sub-r010s009,132,3
sub-r038s040,172,3
sub-r040s070,27,3
sub-r034s006,151,3
sub-r047s037,32,3
sub-r011s024,155,3
sub-r009s097,70,3
sub-r010s006,14,3
sub-r009s053,15,3
sub-r031s002,52,4
sub-r009s115,130,4
sub-r047s038,176,4
sub-r004s027,24,4
sub-r035s011,40,4
sub-r011s012,109,4
sub-r009s034,13,4
sub-r010s009,146,4
sub-r035s011,92,4
sub-r052s007,180,4
sub-r009s017,103,4
sub-r031s026,151,4
sub-r052s014,36,4
sub-r009s053,139,4
sub-r038s028,35,4
sub-r050s006,127,4
sub-r040s032,176,5
sub-r047s041,31,5
sub-r042s035,174,5
sub-r014s002,34,5
sub-r023s001,103,5
sub-r042s035,44,5
sub-r023s001,35,5
sub-r009s034,8,5
sub-r023s009,36,5
sub-r001s005,66,5
sub-r004s017,47,5
sub-r029s003,149,5
sub-r010s006,67,5
sub-r009s050,168,5
sub-r010s016,64,5
sub-r011s032,113,5
sub-r050s006,73,6
sub-r040s032,18,6
sub-r042s021,169,6
sub-r042s021,147,6
sub-r017s119,24,6
sub-r014s002,164,6
sub-r034s006,21,6
sub-r031s011,2,6
sub-r009s126,104,6
sub-r009s021,121,6
sub-r027s006,12,6
sub-r010s022,19,6
sub-r034s011,165,6
sub-r040s047,185,6
sub-r017s119,77,6
sub-r003s014,179,6
sub-r002s010,71,7
sub-r031s011,42,7
sub-r009s052,165,7
sub-r005s077,109,7
sub-r040s047,50,7
sub-r009s024,17,7
sub-r009s052,44,7
sub-r048s015,5,7
sub-r052s007,130,7
sub-r009s072,40,7
sub-r009s115,4,7
sub-r001s037,170,7
sub-r009s053,96,7
sub-r042s021,141,7
sub-r034s011,26,7
sub-r005s076,121,7
sub-r031s032,104,8
sub-r004s003,22,8
sub-r034s011,147,8
sub-r050s006,97,8
sub-r027s006,0,8
sub-r038s033,65,8
sub-r038s033,160,8
sub-r050s002,63,8
sub-r009s097,122,8
sub-r029s003,41,8
sub-r009s040,26,8
sub-r010s018,29,8
sub-r005s076,179,8
sub-r052s014,4,8
sub-r010s016,140,8
sub-r027s006,7,8
sub-r009s040,182,9
sub-r040s070,75,9
sub-r031s026,25,9
sub-r017s119,45,9
sub-r035s011,11,9
sub-r034s006,22,9
sub-r042s011,103,9
sub-r028s014,32,9
sub-r009s072,122,9
sub-r010s009,79,9
sub-r009s017,80,9
sub-r015s001,87,9
sub-r052s026,138,9
sub-r027s031,40,9
sub-r010s018,6,9
sub-r010s022,150,9
sub-r001s002,49,10
sub-r050s006,49,10
sub-r027s006,178,10
sub-r038s033,152,10
sub-r027s031,26,10
sub-r042s013,178,10
sub-r034s011,4,10
sub-r017s105,52,10
sub-r009s040,28,10
sub-r009s034,95,10
sub-r049s018,14,10
sub-r028s014,119,10
sub-r009s110,35,10
sub-r040s032,3,10
sub-r001s002,19,10
sub-r011s032,47,10
sub-r004s027,64,11
sub-r011s032,174,11
sub-r027s006,180,11
sub-r011s032,180,11
sub-r040s030,7,11
sub-r009s053,98,11
sub-r048s039,185,11
sub-r010s006,184,11
sub-r009s126,53,11
sub-r004s017,176,11
sub-r010s016,156,11
sub-r023s009,171,11
sub-r046s001,52,11
sub-r005s077,26,11
sub-r040s042,15,11
sub-r011s024,188,11
sub-r010s016,86,12
sub-r009s072,30,12
sub-r017s105,188,12
sub-r001s002,1,12
sub-r028s014,106,12
sub-r010s016,14,12
sub-r010s023,101,12
sub-r044s002,39,12
sub-r009s032,1,12
sub-r038s040,39,12
sub-r017s119,42,12
sub-r010s006,180,12
sub-r011s032,69,12
sub-r040s044,73,12
sub-r009s053,95,12
sub-r027s017,47,12
sub-r015s011,8,13
sub-r014s002,167,13
sub-r009s052,168,13
sub-r014s002,160,13
sub-r015s001,0,13
sub-r040s053,67,13
sub-r046s001,177,13
sub-r004s018,43,13
sub-r009s024,33,13
sub-r015s001,94,13
sub-r015s001,8,13
sub-r010s019,141,13
sub-r004s018,88,13
sub-r042s032,184,13
sub-r009s072,183,13
sub-r009s072,136,13
